,isbn,book_title,book_author,year_of_publication,book_id
137094,0140234012,Quantity Theory of Insanity,Will Self,,59453
137096,0330375466,Them,Jon Ronson,2001.0,59457
138175,0553106341,Dust to Dust,Tami Hoag,2000.0,19109
137119,0345428706,"Force Heretic I: Remnant (Star Wars: The New Jedi Order, Book 15)",Sean Williams,2003.0,59465
435099,0553287400,The Assassini,THOMAS GIFFORD,1991.0,27072
137167,0345434250,Nimisha's Ship,Anne McCaffrey,2000.0,59477
137172,0441009050,St. Patrick's Gargoyle,Katherine Kurtz,2002.0,27367
137193,0886775027,Blood Trail,Tanya Huff,1997.0,59479
137195,0886775825,Blood Pact (Daw Book Collectors),Tanya Huff,1997.0,33155
137252,068483751X,An ACTUAL LIFE,Abigail Thomas,1997.0,59513
181424,0446603104,Seduction by Design,Sandra Brown,2002.0,10626
137292,0061092029,A Marriage Made in Heaven : Or Too Tired for an Affair,Erma Bombeck,1994.0,4618
137356,0380773775,Angels Among Us,Don Fearheiley,1993.0,59540
137456,1558747435,Kiss of God - The Wisdom of a Silent Child,Marshall Stewart Ball,1999.0,35672
137483,0060159790,Shining Through,Susan Isaacs,1988.0,59791
137517,0061008737,The House Next Door,Anne Rivers Siddons,1995.0,59975
137529,0061099481,Magic Hour,Susan Isaacs,1992.0,22916
137537,0071379444,Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,Rick  Brinkman,2002.0,59666
137571,0312134517,Coming Home,Rosamunde Pilcher,1995.0,20278
137680,0345433165,The Right Hand of Evil,John Saul,1999.0,13688
137708,0373250312,Slim Chance (Red Dress Ink (Paperback)),Jackie Rose,2003.0,49131
137713,037325038X,A Clean Slate (Red Dress Ink),Laura Caldwell,2003.0,59861
137796,0385182449,Pet Sematary,Stephen King,1993.0,59795
137803,0385311109,Promises,Belva Plain,1996.0,59787
137804,0385313543,The Glass Lake,Maeve Binchy,1995.0,59842
137816,0385334702,After the Fire,Belva Plain,2000.0,33667
137822,0385336810,Can You Keep a Secret?,Sophie Kinsella,2004.0,25963
137861,0399141383,Sudden Prey,John Sandford,1996.0,55542
137869,0399144048,Firebird,Janice Graham,,59970
137871,039914496X,Certain Prey,John Sandford,1999.0,59786
137882,0399522115,"The Psychologist's Book of Self-Tests: 25 Love, Sex, Intelligence, Career, and Personality Tests Developed by Professionals to Reveal the Real You",Louis H. Janda,1996.0,30605
137924,0425191281,Ghost of a Chance (Chintz'n China),Yasmine Galenorn,2003.0,59721
137928,0440110653,"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983.0,20899
138017,0449226182,Amethyst Dreams,Phyllis A. Whitney,1998.0,15484
138034,0451178017,Over the Edge,Jonathan Kellerman,1993.0,59962
138143,0517594994,Star Flight,Phyllis A. Whitney,1993.0,27623
138154,0525935878,Mitigating Circumstances,Nancy Taylor Rosenberg,1993.0,59783
138170,0553089218,The Web,Jonathan Kellerman,1996.0,10732
138190,0553270222,The Haunted Mesa,LOUIS L'AMOUR,1988.0,31691
138256,067086191X,Trail of Secrets,Eileen Goudge,1996.0,59909
138257,067086871X,The Bone Collector (Lincoln Rhyme Novels (Hardcover)),Jeff Deaver,1997.0,59814
138264,0671003461,Pathways (Star Trek Voyager),Jeri Taylor,1998.0,35029
138296,0671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993.0,38616
138331,0679459618,Dr. Death: A Novel,Jonathan Kellerman,2000.0,56909
138368,0688084915,Nothing Lasts Forever,Sidney Sheldon,1994.0,34223
138369,0688084923,"Morning, Noon, and Night",Sidney Sheldon,1995.0,8664
138370,0688088686,Tell Me No Secrets,Joy Fielding,1993.0,20110
138413,0743457536,I Do (But I Don't),Cara Lockwood,2003.0,59912
138415,0743464451,The Song Reader,Lisa Tucker,2003.0,57115
138466,078760156X,The Dream Encyclopedia,James R. Lewis,1995.0,59764
138470,0804105278,Living Out Loud,Anna Quindlen,1992.0,29633
138493,0811812308,Griffin &amp Sabine: The Complete Postcards,Nick Bantock,1995.0,59850
138558,0875962920,Prevention's Healing With Vitamins : The Most Effective Vitamin and Mineral Treatments for Everyday Health Problems and Serious Disease,Alice Feinstein,1996.0,59688
138566,0877958262,Belinda,Anne Rice,1986.0,59789
138589,0898799112,"Writer's Market 2000: 8,000 Editors Who Buy What You Write (Writer's Market)",Kirsten Holm,1999.0,59760
138683,1551667932,Devil'S Own,Sandra Brown,2001.0,17299
138690,0061092827,Shades of Grace,Barbara Delinsky,1997.0,60005
281843,0330314971,Focaults Pendulum,Umberto Eco,,13366
138725,0449000613,Rose Cottage,Mary Stewart,1998.0,60011
138728,0515119784,Range of Motion,Elizabeth Berg,1996.0,4648
270341,0140440100,Adventures of Don Quixote (Classics S.),Miguel De Cervantes,1988.0,60030
138776,0451173406,Suspicion of Innocence,Barbara Parker,1994.0,60034
138820,0312975228,Boy in the Water,Stephen Dobyns,2000.0,4982
138826,0345335082,Dragonquest (Dragonquest),Anne McCaffrey,1990.0,20170
138832,0345409639,The Knowledge of Water (Ballantine Reader's Circle),Sarah Smith,1997.0,60083
138929,0515130990,Beyond Innocence,Emma Holly,2001.0,32059
138932,0515133086,Beyond Seduction,Emma Holly,2002.0,47208
138934,0515135305,Catching Midnight,Emma Holly,2003.0,12406
138979,0886773490,"The Star Scroll (Dragon Prince, Book 2)",Melanie Rawn,1994.0,8482
138980,0886774039,"Sun-Runner's Fire (Dragon Prince, Book 3)",Melanie Rawn,1994.0,25098
138999,0066620724,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,2001.0,49499
139068,0553563149,The Brothers K,David James Duncan,1993.0,60108
139070,055358099X,Cloud Nine,Luanne Rice,2000.0,473
139082,0684824892,Wait Till Next Year : A MEMOIR,Doris Kearns Goodwin,1997.0,23802
139094,0805054383,The Bear Went over the Mountain,William Kotzwinkle,1997.0,51036
139134,0307021106,The Saggy Baggy Elephant,K. Jackson,1999.0,60134
139169,0312970072,Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback)),Charles Osborne,1999.0,39896
139221,0064400964,Betsy-Tacy (Betsy-Tacy),Maud Hart Lovelace,2000.0,24200
486745,0553012606,Still life with Woodpecker,Tom Robbins,1980.0,54408
139468,038075889X,Green Eyes (Avon Romance),Karen Robards,1991.0,49626
139475,0425153789,Immortal in Death,J. D. Robb,1996.0,30104
139477,0440208289,Nobody's Angel,Karen Robards,1992.0,60273
139482,0515109746,Hellion Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001.0,48357
139486,0515128007,The Morning After,Suzanne Forster,2000.0,30075
139493,155166285X,If Looks Could Kill,Heather Graham Pozzessere,1997.0,8647
173597,0060995149,Come to Me: Stories,Amy Bloom,1994.0,60298
277462,0140255125,The Woman Who Walked into Doors,Roddy Doyle,1997.0,26923
139671,0060283130,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999.0,60605
139709,0064404242,Maniac Magee,Jerry Spinelli,1992.0,31766
139928,0380816547,Island of the Sequined Love Nun,Christopher Moore,2000.0,19347
140031,0440114764,The cradle will fall,Mary Higgins Clark,1981.0,27696
140086,0440975344,Rumble Fish (Laurel-Leaf Contemporary Fiction),S.E. HINTON,1989.0,55672
140272,0553569376,The Courtship of Princess Leia (Star Wars),Dave Wolverton,1995.0,22816
140300,0590409182,The Cat Who Went to Heaven,Elizabet Coatsworth,,40304
140355,0590477412,"Deep Trouble (Goosebumps, No 19)",R. L. Stine,1996.0,5591
140369,0590484125,The Magic School Bus in the Haunted Museum: A Book About Sound (Magic School Bus (Paperback)),Joanna Cole,1995.0,35722
140392,0590568787,"Bad Hare Day (Goosebumps, No 41)",R. L. Stine,1996.0,42168
140408,0590762575,"The Suspicion (Animorphs , No 24)",K. A. Applegate,1998.0,60519
140416,0590997289,"The Alien (Animorphs, No 8)",Katherine Applegate,1997.0,60738
140422,0618129081,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,2001.0,60556
140520,0679721037,Hiroshima,John Hersey,1989.0,5322
140529,0679824243,"Mummies in the Morning (Magic Tree House, Book 3)",Mary Pope Osborne,1993.0,60551
140558,0689714920,Misty of Chincoteague,Marguerite Henry,1991.0,25231
140574,0743457935,Late Bloomer,Fern Michaels,2003.0,60433
140698,0893753440,Call of the Wild (A Watermill Classic),Jack London,1987.0,28934
140703,0893756083,Around the World in 80 Days,Jules Verne,1981.0,30171
259107,0060172096,The Re-Enchantment of Everyday Life,Thomas Moore,1996.0,60885
178149,0061056774,The X-Files: Ground Zero,Kevin J. Anderson,1996.0,2781
140889,0805073205,"Oracle Night : A Novel (Auster, Paul)",Paul Auster,2003.0,51224
141036,0553578243,A Darker Place,Laurie R. King,1999.0,20089
240329,0698118650,Backwater,Joan Bauer,2000.0,83422
141062,0061093084,Everville : The Second Book of the Art,Clive Barker,1995.0,19285
141064,0142001619,Salt: A World History,Mark Kurlansky,2003.0,61024
141077,0440131855,GOD KNOWS,JOSEPH HELLER,1985.0,44910
141113,1401088945,Ground Zero and Beyond,J. P. McCarthy,2003.0,24957
680193,3548245897,Hin und weg.,Ethan Hawke,1999.0,15280
275584,0312289871,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2002.0,55748
287510,0399133453,The Cardinal of the Kremlin,Tom Clancy,1988.0,18616
141165,0099288559,Welcome to the World Baby Girl,Fannie Flagg,,61045
141186,0439997119,The Tin Princess,Philip Pullman,2000.0,61037
208841,0380707063,An Alien Light,Nancy Kress,1989.0,25011
150736,0671040588,Boone's Lick : A Novel,Larry McMurtry,2002.0,26812
141253,0670894710,Bitten,Kelley Armstrong,2001.0,15177
141280,0804115621,Weighed in the Balance (William Monk Novels (Paperback)),Anne Perry,1997.0,32994
412455,067179938X,Son of the Morning,Linda Howard,1997.0,61069
467017,0385311044,Daybreak,Belva Plain,1994.0,23245
184130,0316789976,The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997.0,9518
141449,0028603958,Betty Crocker's New Cookbook: Everything You Need to Know to Cook (8th ed),Betty Crocker,1996.0,36707
141458,0060263954,Stuart Little 60th Anniversary Edition,E. B. White,1945.0,61336
141504,0312867875,Legends: Short Novels by the Masters of Modern Fantasy,Robert Silverberg,1998.0,37239
141510,0345298748,Moreta: Dragonlady of Pern,Anne McCaffrey,1983.0,44117
141631,0425047075,Whispers,Dean R. Koontz,1981.0,21402
141699,0449211843,At Wit's End,Erma Bombeck,1988.0,61209
141707,0451127897,Stand,Stephen King,1980.0,59959
141803,0590461265,Dream Date,Sinclair Smith,1996.0,61298
141817,0671015575,The Plot Thickens,Mary Higgins Clark,1997.0,67164
141827,0671640453,FLOWER IN ATTIC M (Dollanger Saga (Paperback)),V.C. Andrews,1987.0,19417
141828,0671640771,WIRED : WIRED,Bob Woodward,1986.0,61300
141840,0671727125,Aliens Ate My Homework,Bruce Coville,1993.0,28963
141863,0679821481,Six by Seuss: A Treasury of Dr. Seuss Classics,Seuss,1991.0,61340
141865,0684810794,The BIBLE CODE,Michael Drosnin,1997.0,61396
141866,068481353X,CHILDREN'S BOOK OF VIRTUES,William J. Bennett,1995.0,48855
141923,0785211578,Where To Find It In The Bible The Ultimate A To Z Resource Series,Ken Anderson,1996.0,28968
141955,0812534840,Harpy Thyme (Xanth),Piers Anthony,1995.0,61226
141956,0812534859,Geis of the Gargoyle (Xanth),Piers Anthony,1995.0,61225
141958,0812555104,Yon Ill Wind : A Xanth Novel (Xanth),Piers Anthony,1997.0,29572
141959,0812555112,Faun &amp Games (Xanth),Piers Anthony,1998.0,25047
141962,0812574737,The Dastard (Xanth),Piers Anthony,2001.0,61224
141980,0875961517,"Women's Encyclopedia of Health &amp Emotional Healing: Top Women Doctors Share Their Unique Self-Help Advice on Your Body, Your Feelings and Your Life",Denise Foley,1993.0,32290
142006,0920668364,Love You Forever,Robert Munsch,1986.0,61155
142098,1560252758,The Gangs of New York: An Informal History of the Underworld,Herbert Asbury,2001.0,61430
142105,0761122745,Non Campus Mentis: World History According to College Students,Anders Henriksson,2001.0,61442
142262,0451205774,"Stranger in Paradise (A Carson Springs Novel, Book 1)",Eileen Goudge,2002.0,59188
142281,0671496786,HEARTBURN,Nora Ephron,1984.0,61497
142327,0802139892,Wish You Were Here,Stewart O'Nan,2003.0,61491
142477,0689806469,Shiloh Season,Phyllis Reynolds Naylor,1998.0,61551
142532,0380728168,Final Victim,Stephen J. Cannell,1997.0,19114
142539,0385720483,A Recipe for Bees,Gail Anderson-Dargatz,2001.0,61596
142644,1400060117,A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA,2003.0,11301
142688,0743407059,The First Time,Joy Fielding,2000.0,4745
142710,0880299010,Dracula,Bram Stoker,1992.0,61616
142711,0880299053,Phantom of the Opera,Gaston Leroux,,61613
142712,0880299185,Wuthering Heights,Emily Bronte,1992.0,41499
142713,1566190274,War and Peace,Leo Tolstoy,1993.0,61615
142954,0425140946,Terminal,Robin Cook,1994.0,24065
142997,0312961863,Agatha Raisin and the Murderous Marriage (An Agatha Raisin Mystery),M. C. Beaton,1997.0,34999
142999,0425155293,The Rector's Wife,Joanna Trollope,1996.0,36971
143000,0425157180,The Choir,Joanna Trollope,1997.0,20854
143004,0804112835,"A Sudden, Fearful Death (William Monk Novels (Paperback))",Anne Perry,1994.0,61714
229363,0451186346,The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr Mysteries (Paperback)),Lawrence Block,1996.0,19369
143139,0345331001,Texas Heat,Fern Michaels,1994.0,28803
143150,0307001164,101 Dalmatians,Justine Korman,1996.0,626
143206,0061031011,Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,2000.0,61810
143331,0671729497,Web of Dreams (Casteel),V.C. Andrews,1990.0,61825
143380,0061031992,A Theory of Relativity,Jacquelyn Mitchard,2002.0,10998
143404,0451197429,The Disappearance,J. F. Freedman,1999.0,7026
143443,0385335431,Answered Prayers,Danielle Steel,2002.0,12318
143937,0515118397,Stardust of Yesterday (Haunted Hearts),Lynn Kurland,1996.0,58542
143983,0553277944,The Widows Club,Dorothy Cannell,1992.0,21153
144281,0671039415,Fearless #1,Francine Pascal,1999.0,7650
194633,0553580884,The Undertaker's Widow,Phillip Margolin,1999.0,21407
144330,0590819755,"Cleopatra VII: Daughter of the Nile, Egypt, 57 B.C. (The Royal Diaries)",Kristiana Gregory,1999.0,18812
327517,0061092002,Galilee,Clive Barker,1999.0,19372
144448,0770422470,Pat of Silver Bush,L. M. Montgomery,1988.0,49124
476817,038549274X,A Sudden Change of Heart,Barbara Taylor Bradford,1999.0,38821
271082,0312261780,Looking for Alaska,Peter Jenkins,2001.0,44188
144507,0399144587,Hush Money,Robert B. Parker,1999.0,9626
380449,0375412115,Our Lady of the Forest,DAVID GUTERSON,2003.0,54840
144549,0380818329,The Wedding Wager,Cathy Maxwell,2001.0,62318
144571,1551667916,Loving Jessie,Dallas Schulze,2002.0,31255
183431,0140124373,Red Dwarf,Grant Naylor,2005.0,3541
501260,0151686564,"Old Possum's Book of Practical Cats, Illustrated Edition",T.S. Eliot,1982.0,62321
144587,0312266324,A Place of Execution,Val McDermid,2000.0,62326
995225,0874066085,So Much to Live for,Lurlene McDaniel,1991.0,62332
237492,0345450663,Men in Black II: The Official Novelization,Robert Gordon,2002.0,45969
279811,0140143882,The Last Human (Red Dwarf),Doug Naylor,,26995
144717,0140055770,My Uncle Oswald,Roald Dahl,1990.0,18958
144772,0312421117,Elegy for Iris,John Bayley,2001.0,5843
144779,0316058211,The Cat Who Came for Christmas,Cleveland Amory,2001.0,27220
144803,0330353349,The Ice House (TV Tie-In Edition),Minette Walters,1997.0,243200
144934,0517189682,Anne of Green Gables (Children's Classics),L.M. MONTGOMERY,1998.0,15191
145129,1860492592,Alias Grace,Margaret Atwood,,51620
145146,0345335511,"Pawn of Prophecy (The Belgariad, Book 1)",David Eddings,1990.0,26217
145151,0441094996,The Cat Who Walks Through Walls,Robert A. Heinlein,1996.0,62536
145162,0812511069,Destiny's Road,Larry Niven,1998.0,37457
214456,0440223458,A Dry Spell,Susie Moloney,1998.0,25982
145271,0399145702,The Cat Who Robbed a Bank (Cat Who... (Hardcover)),Lilian Jackson Braun,2000.0,10169
145299,1580620477,Small Miracles II,Yitta Halberstam,1998.0,62579
185529,0743204077,Soul Stories,Gary Zukav,2000.0,31651
145368,0140249990,The Basketball Diaries,Jim Carroll,1995.0,62604
145369,031286860X,Ender's Shadow (Ender Wiggins Saga (Hardcover)),Orson Scott Card,1999.0,62605
145387,0765300176,Shadow Puppets (Ender),Orson Scott Card,2002.0,53421
145394,0812522397,Children of the Mind (Ender Wiggins Saga (Paperback)),Orson Scott Card,1997.0,52829
145396,0812533054,"Seventh Son (Tales of Alvin Maker, Book 1)",Orson Scott Card,1993.0,36562
282058,3596130735,Der Drachenbeinthron.,Tad Williams,1996.0,62606
145432,0440226686,Blood and Chocolate,ANNETTE CURTIS KLAUSE,1999.0,62644
145478,0060931736,The Prime of Miss Jean Brodie (Perennial Classics),Muriel Spark,1999.0,30667
145516,0060012358,The Amazing Maurice and His Educated Rodents,Terry Pratchett,2003.0,62653
145528,0345305655,Town Like Alice,Nevil Shute Norway,1963.0,62738
145535,0345322401,Songs of Distant Earth,Arthur C. Clarke,1991.0,51628
145623,0671741454,Vendetta: The Giant Novel (Star Trek the Next Generation),Peter David,1991.0,24887
145635,0756400627,The Better Part of Valor,Tanya Huff,2002.0,27363
145650,0812516206,Spiritwalk (Tor Fantasy),Charles De Lint,1995.0,62731
145655,0812538986,Jack of Kinrowan,Charles De Lint,1995.0,62704
145666,0886779995,In the Company of Others,Julie E. Czerneda,2001.0,62683
145671,0965843920,Underground Education,Richard Zacks,1997.0,62709
348058,0553561278,For the Sake of Elena,Elizabeth George,1993.0,15720
163223,0553566040,Missing Joseph,Elizabeth George,1994.0,15372
171934,0140043128,One Flew over the Cuckoo's Nest,Ken Kesey,1976.0,13198
145869,0451184262,The Burglar Who Traded Ted Williams (Bernie Rhodenbarr Mysteries (Paperback)),Lawrence Block,1995.0,62793
145894,067940676X,French for Cats: All the French Your Cat Will Ever Need,Henri De LA Barbe,1991.0,62880
145928,0836217357,Days Are Just Packed : A Calvin and Hobbes Collection (Calvin and Hobbes),Bill Watterson,1993.0,62833
146067,2277302228,The Nazis and the Metro,Didier Daeninckx,,62871
368304,184195425X,Life of Pi,Yann Martel,2004.0,62889
200097,0515125628,The Target,Catherine Coulter,1999.0,7800
288667,8467001283,DOS Mujeres En Praga (Espasa Narrativa),Juan Jose Millas,2002.0,13738
146183,0060952768,"Treks Not Taken: What If Stephen King, Anne Rice, Kurt Vonnegut, and Other Literary Greats Had Written Episodes of Star Trek : The Next Generation?",Steven R. Boyett,1998.0,46513
146223,0140430016,Wuthering Heights (Penguin Classics),Emily Bronte,1985.0,12225
146232,0151003076,The Curious Sofa: A Pornographic Work by Ogdred Weary,Edward Gorey,1997.0,63104
146305,0345372050,You Just Don't Understand,DEBORAH TANNEN,1991.0,11131
146309,0345383273,Domes of Fire: Book One of the Tamuli (Tamuli),David Eddings,1993.0,26220
146315,0345409663,Servant of the Bones,ANNE RICE,1997.0,16018
146361,0385337477,Lord John and the Private Matter,Diana Gabaldon,2003.0,10619
146364,0385419287,The 776 Stupidest Things Ever Said,Ross Petras,1993.0,62945
146445,0440417945,Dear Mr. Henshaw,Beverly Cleary,1992.0,20186
146471,0446342688,No One Here Gets Out Alive,Danny Sugarman,1985.0,63058
146497,0448095068,"The Secret of Red Gate Farm (Nancy Drew Mystery Stories, No 6)",Carolyn Keene,1961.0,20420
146543,0451458443,"Grave Peril (The Dresden Files, Book 3)",Jim Butcher,2001.0,63176
146547,0451459407,"Death Masks (The Dresden Files, Book 5)",Jim Butcher,2003.0,63175
146567,0505523728,Dark Prince,Christine Feehan,1999.0,63168
146594,0553212788,The Prince,Niccolo Machiavelli,1984.0,63024
146595,0553213008,A Midsummer Nights Dream (Bantam Classic),William Shakespeare,1988.0,62902
146596,0553213059,Romeo and Juliet (Bantam Classic),William Shakespeare,1988.0,62903
146606,0553269151,Inherit the Wind,JEROME LAWRENCE,1982.0,8698
146647,0671041460,Redemption (Angel),Mel Odom,2000.0,63201
146741,0679723137,Invisible Man,Ralph Ellison,1989.0,62995
146784,078688939X,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,1998.0,7856
146821,0812523016,Dracula (Tor Classics),Bram Stoker,1992.0,14714
146877,096291620X,Getting in Touch With Your Inner Bitch,Elizabeth Hilts,1994.0,63196
271278,207036822X,1984,George Orwell,,63218
146982,006103066X,The Shark Mutiny,Patrick Robinson,2002.0,14117
146991,0345340833,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,1991.0,48409
147013,0446603929,See How They Run,James Patterson,1997.0,9755
147023,0449001725,"Murder in the House (Capital Crime Series , No 13)",Margaret Truman,1998.0,20349
147043,0671688855,INHERITANCE,Judith Michael,1989.0,63227
147046,0671886290,Pot of Gold,Judith Michael,1994.0,32655
147049,0804108587,The Face of a Stranger (William Monk Novels (Paperback)),Anne Perry,1997.0,36601
147051,1551669323,Crimson Rain,Meg O'Brien,2002.0,11732
189038,0743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,2002.0,622
163936,0140714146,King Lear (The Pelican Shakespeare),William Shakespeare,1989.0,63237
179790,0441783589,Starship Troopers,Robert A. Heinlein,1987.0,77
299517,0743225805,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002.0,39577
336160,0743442660,My Big Old Texas Heartache,Geralyn Dawson,2003.0,47542
154803,346202261X,American Psycho (German),Bret Easton Ellis,2000.0,10233
213308,0743455967,On Writing,Stephen King,2002.0,16081
147363,0385314280,When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson,1996.0,11358
147391,0380791412,"Annie's Baby: The Diary of Anonymous, a Pregnant Teenager",Anonymous,1998.0,63357
347625,0140288503,Black Hawk Down: A Story of Modern War,Mark Bowden,2000.0,37015
147485,0312963297,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998.0,26830
147509,0440223989,Sunset Limited (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1999.0,63393
147515,0446604402,The Laws of Our Fathers,Scott Turow,1997.0,34463
147519,0446609951,The Letter of the Law,Tim Green,2001.0,9285
147528,0451200284,Scavenger,Tom Savage,2000.0,23656
147549,0786014199,Paint It Black,P. J. Parrish,2002.0,36540
147551,0786889055,Voodoo River (Elvis Cole Novels (Paperback)),Robert Crais,1996.0,4037
230709,0425193764,"Changing of the Guard (Net Force, 8)",Steve Perry,2003.0,63396
147576,2070301028,Quelqu'un d'autre,Tonino Benacquista,2003.0,21939
147598,2070385132,Fanfan,Jardin,1994.0,106604
147652,222613459X,L'Arbre des possibles et autres histoires,Bernard Werber,2002.0,63429
147671,2253059536,Les Piliers de la terre,Ken Follett,1992.0,63404
147685,2266023101,Le Meilleur Des Mondes,Aldous Huxley,1998.0,33586
152292,0345443020,Perdido Street Station,China Mieville,2001.0,4300
147799,0345356748,The Lady,ANNE MCCAFFREY,1988.0,63517
311663,0671746723,Dirk Gently's Holistic Detective Agency,Douglas Adams,1991.0,53358
147835,0345331389,A Princess of Mars (Mars (del Rey Books Numbered)),Edgar Burroughs,1990.0,46952
147849,0486266850,The Raven and Other Favorite Poems (Dover Thrift Editions),Edgar Allan Poe,1991.0,63531
147850,0486275639,Civil Disobedience and Other Essays (Dover Thrift Editions),Henry David Thoreau,1993.0,20876
147852,0553263900,"When I Say No, I Feel Guilty",Manuel J. Smith,1975.0,43866
147877,1853260584,Return of Sherlock Holmes (Wordsworth Classics),A. C. Doyle,1997.0,8395
360515,0765345080,Hunted Past Reason,Richard Matheson,2003.0,20029
147923,0451165209,The Richest Man in Babylon,George S. Clason,1997.0,63551
147933,0140440011,The Odyssey (Classics S.),Homer,1970.0,29712
148015,0553109200,The Years of Rice and Salt,KIM STANLEY ROBINSON,2002.0,41803
148023,0812524713,1812 (The American Story),David Nevin,1997.0,63584
148025,1931520003,Stranger Things Happen,Kelly Link,2001.0,9594
148072,0393050297,The Stranger Beside Me: The Twentieth Anniversary Edition,Ann Rule,2000.0,63607
148079,0451168089,'Salem's Lot,Stephen King,1990.0,10439
349322,0671636782,SLAVES OF NEW YORK,Tama Janowitz,1987.0,55287
148244,0684865114,The Restraint of Beasts,Magnus Mills,1999.0,21360
148308,067101675X,Bloodstream: A Novel of Medical Suspense,Tess Gerritsen,1998.0,31745
256805,0761128182,Stitch 'N Bitch: The Knitter's Handbook,Debbie Stoller,2003.0,63676
559980,0451404823,Fan Mail,Ronald Munson,1994.0,44434
148369,0385471483,Como agua para chocolate,Laura Esquivel,1994.0,57880
193569,0440212812,Lost Souls,POPPY BRITE,1993.0,26780
435448,0425161994,Night Judgement at Sinos: A Novel,Jack Higgins,1997.0,32669
148449,0515127132,8.4,Peter Hernon,1999.0,54986
148450,0671047345,Separation of Power,Vince Flynn,2002.0,20482
570690,0399139710,Acceptable Risk,Robin Cook,1995.0,19117
154006,0553283685,Hyperion,DAN SIMMONS,1990.0,1645
188305,0553288202,The Fall of Hyperion,Dan Simmons,1991.0,16200
847549,0679767819,The Demolished Man,Alfred Bester,1996.0,25202
148503,0553296124,"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,1998.0,4780
212865,0399145672,Big Trouble,Dave Barry,1999.0,19740
148522,0061092622,The Mysterious West,Tony Hillerman,1995.0,63161
148530,0345416325,Roadkill (Kinky Friedman Novels (Paperback)),Kinky Friedman,1998.0,35149
148534,0380765454,Desert Heat,J.A. Jance,1999.0,26390
148556,0446360872,The Fifth Profession,David Morrell,1991.0,51127
148558,0451190157,The Legacy,Stephen W. Frey,1999.0,59090
368578,0373709110,Man Like Mac (Harlequin Super Romance),Fay Robinson,2000.0,35675
221549,0515124524,Hot Chocolate,Forster,1999.0,57018
166214,0689714335,The Cat Who Went to Heaven,Elizabeth Coatsworth,1990.0,12801
148629,0449210820,Woman on the Edge of Time,Marge Piercy,1990.0,37291
148630,0486295559,Persuasion (Dover Thrift Editions),Jane Austen,1997.0,63768
348467,0156106809,The Baron in the Trees,Italo Calvino,1977.0,9382
269004,0553575260,A Free Man of Color (Benjamin January (Paperback)),Barbara Hambly,1998.0,19120
148737,0821772252,Scrooge Wore Spurs,Janet Dailey,2002.0,2700
148825,0451190556,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),Stephen King,1996.0,22031
148839,067100316X,Star Trek First Contact (Star Trek The Next Generation),J. M. Dillard,1996.0,45976
148846,0671867296,Imzadi (Star Trek: The Next Generation),Peter David,1993.0,63979
148947,0345394267,Rainbow's End,Martha Grimes,1996.0,19088
148959,0688046134,Justice: A Peter Decker/Rina Lazarus Novel (Peter Decker &amp Rina Lazarus Novels (Hardcover)),Faye Kellerman,1995.0,63997
149007,0743216490,Hollywood Divorces (Ay Adult - Collins),Jackie Collins,2003.0,64011
149023,0380007959,The Science Fiction Hall of Fame: The Greatest Science Fiction Stories of All Time (Science Fiction Hall of Fame),Robert Silverberg,1971.0,64036
149027,044111816X,Cowboy Feng's Space Bar and Grille,Steven Brust,1990.0,64040
410486,0778320480,Destiny Unleashed,Sherryl Woods,2004.0,64059
149081,0517887940,Feng Shui Step by Step: Arranging Your Home for Health and Happiness-With Personalized Astrological Charts,T. Raphael Simons,1996.0,38631
203105,0679772669,In the Skin of a Lion: A Novel,Michael Ondaatje,1997.0,55063
179295,0030624363,The Dark Crystal,A. C. H. Smith,1982.0,64160
149286,0671868071,The KAISHO,Eric Lustbader,1994.0,64218
149370,0451160444,Christine,Stephen King,2004.0,43735
149376,0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997.0,11103
